Test_Eligibility,Users_Visit_Site,Users_Visit_Homepage,Delivery_Eligible,Users_View_Banner,Users_Click_Banner,Users_redeemed,account_tenure,platform,age,income,Converted,Orders,Delivery_Orders,Non_Click_View
Control,1,1,1,0,0,0,146,App,18,100000,0,0,0,0
Test,0,0,0,0,0,0,163,Web,23,75000,0,0,0,0
Control,1,0,0,0,0,0,17,Web,42,25000,0,0,0,0
Test,1,1,1,1,0,0,57,App,66,100000,0,0,0,1
Control,1,1,0,0,0,0,69,Web,37,25000,0,0,0,0
Control,1,1,1,0,0,0,71,App,27,50000,0,0,0,0
Test,1,1,1,1,1,0,75,Web,40,125000,0,0,0,0
Test,1,1,0,0,0,0,119,Web,38,50000,0,0,0,0
Test,1,1,0,0,0,0,114,App,42,25000,0,0,0,0
Control,0,0,0,0,0,0,39,Web,60,50000,0,0,0,0
Control,0,0,0,0,0,0,59,Web,21,50000,0,0,0,0
Test,1,1,0,0,0,0,62,App,46,25000,0,0,0,0
Control,0,0,0,0,0,0,159,App,36,25000,0,0,0,0
Test,1,0,0,0,0,0,139,Web,25,25000,0,0,0,0
Control,1,1,1,0,0,0,102,Web,29,50000,0,0,0,0
Test,1,1,0,0,0,0,166,App,45,75000,0,0,0,0
Control,1,1,1,0,0,0,118,App,49,25000,0,0,0,0
Control,1,1,1,0,0,0,170,App,62,50000,0,0,0,0
Control,0,0,0,0,0,0,118,Web,47,100000,0,0,0,0
Test,1,1,1,1,0,0,40,Web,55,100000,0,0,0,1
Test,1,1,1,1,0,0,146,Web,61,50000,0,0,0,1
Control,1,0,0,0,0,0,99,App,52,75000,0,0,0,0
Test,1,0,0,0,0,0,47,Web,49,25000,0,0,0,0
Test,1,1,0,0,0,0,175,Web,47,75000,0,12,3,0
Control,1,1,0,0,0,0,118,Web,70,50000,0,0,0,0
Test,1,1,0,0,1,0,180,App,23,50000,0,5,2,0
Test,1,1,1,1,0,0,172,App,18,75000,0,0,0,1
Control,1,1,0,0,0,0,112,App,47,50000,0,0,0,0
Test,1,1,1,0,0,0,8,App,62,75000,0,0,0,0
Test,1,1,1,1,0,0,29,Web,21,25000,0,6,4,1
Control,1,1,0,0,0,0,20,Web,42,25000,0,0,0,0
Control,1,1,1,0,0,0,28,App,44,50000,0,0,0,0
Test,1,1,1,1,1,1,101,App,43,75000,0,0,0,0
Control,0,0,0,0,0,0,23,Web,66,50000,0,0,0,0
Control,1,1,1,0,0,0,51,Web,18,25000,0,0,0,0
Test,1,1,0,0,0,0,82,App,49,75000,0,0,0,0
Test,1,1,1,1,0,0,9,Web,53,75000,1,0,0,1
Test,1,1,0,0,0,0,170,App,18,25000,1,0,0,0
Control,1,0,0,0,0,0,175,App,62,100000,0,0,0,0
Control,1,1,1,0,0,0,154,Web,60,50000,0,0,0,0
Test,1,0,0,0,1,0,42,App,34,25000,0,0,0,0
Control,1,0,0,0,0,0,39,App,24,25000,0,0,0,0
Control,1,1,0,0,0,0,139,Web,69,50000,0,0,0,0
Test,1,1,0,0,0,0,69,App,37,75000,0,4,3,0
Control,1,1,1,0,0,0,21,App,50,100000,0,0,0,0
Test,1,1,1,1,1,0,82,App,65,100000,0,0,0,0
Control,1,1,1,0,0,0,109,App,53,50000,0,0,0,0
Control,1,1,0,0,0,0,99,Web,65,125000,0,0,0,0
Control,1,0,0,0,0,0,95,App,33,25000,0,0,0,0
Control,1,1,1,0,0,0,163,App,34,75000,0,0,0,0
Control,1,1,1,0,0,0,28,Web,47,100000,0,0,0,0
Control,1,1,1,0,0,0,72,App,62,125000,0,0,0,0
Control,1,1,1,0,0,0,28,Web,20,75000,0,0,0,0
Control,1,1,1,0,0,0,147,Web,69,25000,0,6,2,0
Control,0,0,0,0,0,0,105,Web,44,75000,0,0,0,0
Test,1,1,1,1,0,0,106,App,52,75000,0,0,0,1
Control,1,1,0,0,0,0,63,App,49,50000,0,0,0,0
Control,1,1,1,0,0,0,13,App,70,25000,0,0,0,0
Control,1,1,0,0,0,0,110,App,18,50000,0,0,0,0
Control,1,1,1,0,0,0,70,Web,55,50000,0,0,0,0
Test,1,1,0,0,0,0,136,App,50,50000,0,0,0,0
Test,0,0,0,0,1,0,117,App,34,75000,0,0,0,0
Test,1,1,1,1,0,0,86,App,50,50000,0,0,0,1
Control,1,0,0,0,0,0,29,Web,40,100000,0,0,0,0
Control,1,1,1,0,0,0,37,App,29,75000,0,0,0,0
Control,1,1,0,0,0,0,45,Web,36,50000,0,0,0,0
Test,1,0,0,0,0,0,156,Web,70,75000,0,0,0,0
Control,1,1,1,0,0,0,65,Web,58,75000,0,0,0,0
Control,1,1,1,0,0,0,83,App,27,50000,0,0,0,0
Control,1,1,1,0,0,0,48,App,41,75000,0,0,0,0
Test,1,1,1,1,0,0,64,App,63,50000,0,0,0,1
Control,1,1,1,0,0,0,37,Web,37,25000,0,0,0,0
Control,1,0,0,0,0,0,157,Web,45,75000,0,0,0,0
Control,1,1,0,0,0,0,140,App,37,50000,0,0,0,0
Control,1,1,0,0,0,0,15,Web,43,50000,0,0,0,0
Control,0,0,0,0,0,0,121,App,62,50000,0,0,0,0
Test,1,1,1,1,0,0,159,App,62,25000,0,4,4,1
Test,0,0,0,0,0,0,178,App,34,75000,0,0,0,0
Control,1,1,0,0,0,0,63,Web,47,50000,1,0,0,0
Test,1,1,1,1,0,0,98,App,58,75000,0,8,2,1
Test,1,1,0,0,0,0,128,App,68,25000,0,0,0,0
Test,0,0,0,0,0,0,160,Web,44,100000,0,0,0,0
Control,1,1,1,0,0,0,27,App,28,25000,0,7,2,0
Control,1,1,0,0,0,0,96,App,57,75000,0,0,0,0
Test,0,0,0,0,0,0,174,App,23,50000,0,0,0,0
Control,0,0,0,0,0,0,65,Web,65,25000,0,5,2,0
Control,1,1,0,0,0,0,52,App,26,50000,0,0,0,0
Test,1,1,1,1,0,0,10,App,51,50000,0,0,0,1
Test,1,0,0,0,0,0,51,App,29,75000,0,0,0,0
Control,1,1,0,0,0,0,147,Web,54,50000,0,0,0,0
Control,1,1,1,0,0,0,101,App,61,75000,0,10,1,0
Test,1,1,1,1,0,0,143,App,27,25000,0,0,0,1
Test,1,1,0,0,0,0,118,Web,70,50000,0,0,0,0
Test,1,1,1,1,1,1,146,Web,21,125000,0,0,0,0
Test,1,1,1,0,0,0,47,App,36,25000,0,0,0,0
Test,0,0,0,0,1,0,145,Web,68,50000,0,4,5,0
Control,1,1,1,0,0,0,45,App,44,100000,0,9,1,0
Control,0,0,0,0,0,0,46,App,18,100000,0,0,0,0
Control,0,0,0,0,0,0,1,App,38,25000,0,0,0,0
Test,1,1,1,1,0,0,113,App,50,75000,1,0,0,1
Control,1,1,0,0,0,0,27,Web,44,75000,0,0,0,0
Test,0,0,0,0,0,0,145,Web,52,75000,0,0,0,0
Test,0,0,0,0,0,0,82,Web,23,50000,0,0,0,0
Control,1,1,1,0,0,0,86,Web,22,125000,0,0,0,0
Control,1,1,1,0,0,0,148,Web,32,25000,0,0,0,0
Test,1,1,1,0,0,0,169,Web,22,50000,0,0,0,0
Control,0,0,0,0,0,0,61,App,44,50000,0,0,0,0
Control,0,0,0,0,0,0,5,App,55,75000,0,0,0,0
Control,1,0,0,0,0,0,102,App,33,50000,0,0,0,0
Control,1,1,1,0,0,0,39,Web,47,25000,0,0,0,0
Control,1,1,1,0,0,0,131,Web,59,50000,0,0,0,0
Control,1,1,1,0,0,0,20,Web,32,75000,0,0,0,0
Control,1,1,1,0,0,0,101,Web,67,50000,0,0,0,0
Test,1,1,1,1,0,0,127,App,30,75000,0,6,3,1
Test,1,1,1,1,0,0,53,Web,60,50000,0,0,0,1
Control,1,1,1,0,0,0,133,Web,46,75000,0,0,0,0
Control,1,1,1,0,0,0,44,Web,36,75000,0,0,0,0
Test,1,0,0,0,0,0,128,App,52,100000,0,0,0,0
Control,0,0,0,0,0,0,44,Web,51,100000,0,0,0,0
Test,1,0,0,0,0,0,47,App,28,50000,0,0,0,0
Control,1,1,1,0,0,0,178,Web,21,50000,0,0,0,0
Test,0,0,0,0,0,0,11,Web,19,50000,0,0,0,0
Test,1,1,0,0,1,0,102,Web,60,50000,0,0,0,0
Control,0,0,0,0,0,0,30,Web,18,125000,0,0,0,0
Test,1,1,1,1,1,0,127,Web,40,75000,0,0,0,0
Test,0,0,0,0,1,0,0,App,29,50000,0,6,1,0
Control,1,0,0,0,0,0,114,App,20,50000,0,0,0,0
Control,0,0,0,0,0,0,62,App,65,50000,0,0,0,0
Control,1,1,1,0,0,0,129,Web,62,25000,0,0,0,0
Control,1,1,0,0,0,0,133,Web,66,125000,0,0,0,0
Test,1,1,1,1,0,0,70,App,54,25000,0,0,0,1
Control,1,0,0,0,0,0,52,App,44,75000,0,0,0,0
Control,1,1,0,0,0,0,119,Web,43,125000,0,0,0,0
Control,0,0,0,0,0,0,100,Web,28,75000,0,0,0,0
Control,1,1,1,0,0,0,126,Web,70,75000,0,0,0,0
Control,1,1,1,0,0,0,67,App,26,100000,0,0,0,0
Control,0,0,0,0,0,0,110,Web,29,100000,0,0,0,0
Test,1,1,0,0,0,0,102,Web,67,25000,0,0,0,0
Test,1,1,1,1,0,0,151,Web,18,50000,0,0,0,1
Control,0,0,0,0,0,0,164,Web,69,100000,0,0,0,0
Control,1,1,0,0,0,0,82,App,21,50000,0,0,0,0
Control,1,1,1,0,0,0,71,App,49,100000,0,0,0,0
Control,1,1,1,0,0,0,97,App,45,75000,0,0,0,0
Test,1,1,1,1,0,0,179,App,43,25000,0,0,0,1
Control,0,0,0,0,0,0,166,App,48,50000,0,0,0,0
Test,1,1,1,1,0,0,93,Web,64,25000,0,4,1,1
Test,1,1,0,0,0,0,78,App,30,50000,0,0,0,0
Test,1,1,1,1,0,0,166,App,43,75000,0,0,0,1
Control,1,1,1,0,0,0,6,App,67,25000,0,0,0,0
Test,1,1,1,0,0,0,117,Web,30,75000,0,0,0,0
Control,1,1,0,0,0,0,145,App,40,50000,0,0,0,0
Test,1,1,1,1,0,0,47,Web,59,50000,0,0,0,1
Test,0,0,0,0,0,0,46,Web,28,75000,0,0,0,0
Control,1,1,1,0,0,0,40,App,69,50000,0,0,0,0
Control,1,1,1,0,0,0,57,App,63,50000,0,0,0,0
Test,1,1,0,0,1,0,132,App,69,50000,0,0,0,0
Test,1,1,0,0,0,0,154,App,46,100000,0,5,0,0
Control,1,0,0,0,0,0,21,Web,38,100000,0,0,0,0
Test,0,0,0,0,0,0,95,Web,45,50000,0,0,0,0
Control,0,0,0,0,0,0,176,Web,22,75000,0,0,0,0
Test,1,1,1,1,0,0,58,App,25,125000,0,0,0,1
Test,1,1,0,0,0,0,54,Web,47,50000,0,0,0,0
Test,1,0,0,0,0,0,168,Web,53,25000,0,0,0,0
Control,1,1,1,0,0,0,72,Web,54,50000,0,6,4,0
Control,1,1,1,0,0,0,117,App,39,100000,0,5,1,0
Test,0,0,0,0,0,0,23,App,26,25000,0,0,0,0
Control,1,1,1,0,0,0,117,Web,51,25000,0,0,0,0
Control,0,0,0,0,0,0,18,App,69,100000,0,0,0,0
Control,0,0,0,0,0,0,137,App,55,25000,0,0,0,0
Test,1,1,1,1,1,0,43,Web,37,25000,0,0,0,0
Test,1,1,1,1,1,0,149,Web,70,50000,0,0,0,0
Control,1,1,1,0,0,0,176,Web,43,50000,0,0,0,0
Test,1,1,0,0,0,0,67,App,67,75000,0,6,4,0
Test,1,0,0,0,0,0,126,Web,35,50000,0,0,0,0
Control,1,1,0,0,0,0,109,Web,49,75000,0,0,0,0
Test,1,1,1,1,0,0,14,Web,44,50000,0,0,0,1
Test,1,1,1,1,1,1,141,Web,24,25000,0,0,0,0
Test,1,1,1,0,0,0,50,App,35,25000,1,2,4,0
Control,1,1,1,0,0,0,74,Web,67,50000,0,0,0,0
Test,1,1,1,1,1,0,153,App,52,75000,0,0,0,0
Control,1,1,1,0,0,0,38,App,65,75000,0,0,0,0
Control,1,1,1,0,0,0,60,App,56,50000,0,0,0,0
Control,0,0,0,0,0,0,144,App,39,125000,0,0,0,0
Test,1,1,1,1,1,0,161,Web,48,50000,0,0,0,0
Test,1,1,0,0,1,0,164,Web,51,25000,0,2,5,0
Control,1,1,1,0,0,0,160,Web,48,100000,0,0,0,0
Test,1,1,1,0,1,0,96,Web,58,50000,0,0,0,0
Control,1,1,0,0,0,0,3,App,44,100000,0,0,0,0
Test,1,1,1,1,0,0,92,App,36,75000,0,0,0,1
Control,0,0,0,0,0,0,90,Web,32,50000,0,0,0,0
Test,1,1,1,0,0,0,151,Web,63,50000,0,9,5,0
Control,0,0,0,0,0,0,81,App,29,50000,0,0,0,0
Test,1,1,1,1,1,0,113,App,70,125000,0,0,0,0
Test,1,1,1,1,1,1,126,Web,32,25000,0,3,4,0
Control,1,1,1,0,0,0,174,App,46,50000,0,6,5,0
Control,1,1,0,0,0,0,89,App,48,50000,0,0,0,0
Control,1,1,0,0,0,0,32,Web,20,50000,0,0,0,0
Control,1,1,1,0,0,0,61,Web,67,50000,0,0,0,0
Control,1,1,1,0,0,0,169,App,28,25000,0,0,0,0
Test,1,1,1,1,0,0,72,App,34,25000,0,0,0,1
Test,1,1,1,1,0,0,112,Web,47,125000,0,0,0,1
Control,1,1,1,0,0,0,66,Web,44,75000,0,11,3,0
Test,1,1,1,0,1,0,28,Web,62,50000,0,0,0,0
Control,1,1,0,0,0,0,172,App,25,125000,0,0,0,0
Test,1,0,0,0,1,0,31,Web,46,50000,0,0,0,0
Test,1,1,1,1,1,0,155,Web,62,100000,0,0,0,0
Test,1,1,1,1,0,0,134,App,69,50000,0,0,0,1
Control,1,1,1,0,0,0,150,Web,62,50000,0,0,0,0
Control,1,1,0,0,0,0,141,App,64,75000,0,0,0,0
Test,1,1,1,1,0,0,87,Web,26,125000,0,7,0,1
Test,0,0,0,0,0,0,59,Web,58,25000,0,0,0,0
Control,1,1,1,0,0,0,136,App,60,25000,0,0,0,0
Test,1,1,0,0,0,0,141,Web,38,75000,0,0,0,0
Control,0,0,0,1,1,1,34,App,49,100000,0,0,0,0
Control,0,0,0,0,0,0,168,App,26,100000,0,0,0,0
Control,1,1,1,0,0,0,1,App,45,125000,0,3,2,0
Control,1,1,1,0,0,0,96,Web,18,25000,0,0,0,0
Test,1,1,1,1,0,0,25,App,18,75000,0,0,0,1
Control,1,1,1,0,0,0,134,Web,36,75000,0,5,3,0
Control,1,1,0,0,0,0,97,Web,39,25000,0,0,0,0
Control,1,1,0,0,0,0,8,Web,28,25000,0,0,0,0
Test,0,0,0,0,0,0,14,Web,21,50000,0,0,0,0
Control,1,1,1,0,0,0,15,App,23,25000,1,0,0,0
Control,1,1,1,0,0,0,52,Web,64,50000,0,2,1,0
Control,1,1,1,0,0,0,45,App,63,75000,0,0,0,0
Test,1,1,1,1,0,1,7,App,21,75000,0,0,0,1
Test,1,1,1,1,1,0,48,Web,39,75000,0,2,2,0
Control,1,1,1,0,0,0,163,App,23,50000,0,0,0,0
Control,1,1,1,0,0,0,46,Web,68,25000,0,0,0,0
Test,1,1,1,1,0,0,107,Web,37,100000,0,0,0,1
Control,1,1,1,0,0,0,123,App,60,25000,0,9,3,0
Test,1,1,0,0,0,0,85,App,34,75000,0,0,0,0
Test,1,1,0,0,0,0,105,Web,36,75000,0,0,0,0
Test,1,1,0,0,0,0,94,Web,64,25000,0,0,0,0
Test,1,1,1,0,0,0,73,App,66,75000,0,0,0,0
Test,0,0,0,0,0,0,18,Web,31,75000,0,0,0,0
Test,1,1,0,0,0,0,23,App,41,75000,0,0,0,0
Test,1,1,1,1,0,0,152,App,37,75000,0,0,0,1
Control,1,1,1,0,0,0,82,App,54,100000,0,0,0,0
Control,0,0,0,0,0,0,84,Web,31,50000,0,0,0,0
Control,1,0,0,0,0,0,155,Web,19,50000,0,0,0,0
Test,0,0,0,0,0,0,121,Web,23,100000,0,0,0,0
Test,1,1,0,0,0,0,75,App,37,100000,0,0,0,0
Control,1,1,1,0,0,0,96,Web,48,25000,0,0,0,0
Control,1,1,1,0,0,0,48,App,41,75000,0,0,0,0
Test,1,1,1,1,0,0,70,App,53,50000,0,0,0,1
Test,0,0,0,0,0,0,105,App,21,75000,0,0,0,0
Control,1,0,0,0,0,0,32,App,33,50000,0,0,0,0
Control,1,1,0,0,0,0,8,App,62,50000,0,0,0,0
Test,1,1,1,1,0,0,160,Web,37,25000,0,0,0,1
Control,0,0,0,0,0,0,13,App,50,50000,1,0,0,0
Control,1,1,0,0,0,0,35,App,19,50000,0,0,0,0
Control,1,1,1,0,0,0,119,App,68,75000,0,0,0,0
Test,1,1,0,0,0,0,125,Web,28,25000,0,0,0,0
Control,0,0,0,0,0,0,35,App,63,100000,0,0,0,0
Test,1,1,0,0,0,0,143,Web,64,25000,0,0,0,0
Control,1,1,1,0,0,0,129,App,22,125000,0,0,0,0
Control,1,1,1,0,0,0,78,Web,45,75000,0,0,0,0
Test,0,0,0,0,1,0,72,App,67,25000,0,0,0,0
Control,0,0,0,0,0,0,75,Web,45,100000,1,0,0,0
Test,1,1,1,1,0,0,122,Web,66,50000,0,0,0,1
Test,1,1,1,1,0,0,44,App,59,75000,0,0,0,1
Test,0,0,0,0,0,0,157,Web,68,75000,0,0,0,0
Control,1,1,0,0,0,0,5,App,47,100000,0,4,4,0
Test,1,1,1,1,0,0,112,App,66,50000,0,0,0,1
Control,1,1,1,0,0,0,101,Web,32,75000,0,0,0,0
Test,1,1,0,0,1,0,101,App,56,25000,0,0,0,0
Test,1,1,1,1,0,0,58,Web,63,25000,0,0,0,1
Test,1,1,0,0,0,0,98,Web,68,25000,0,0,0,0
Control,1,1,1,0,0,0,168,Web,27,25000,0,0,0,0
Test,1,1,1,1,1,0,126,Web,55,50000,0,0,0,0
Test,1,1,0,0,1,0,146,Web,24,50000,0,0,0,0
Test,1,1,0,0,0,0,126,App,33,50000,0,0,0,0
Test,1,0,0,0,0,0,70,Web,45,100000,0,0,0,0
Control,1,1,1,0,0,0,93,App,39,50000,0,0,0,0
Control,1,1,1,0,0,0,0,Web,62,75000,1,0,0,0
Test,0,0,0,0,0,0,88,App,32,75000,0,4,3,0
Test,1,1,0,0,0,0,139,App,65,75000,0,0,0,0
Control,1,1,0,0,0,0,66,App,56,100000,0,0,0,0
Test,0,0,0,0,1,0,112,App,47,50000,0,6,3,0
Control,1,1,1,0,0,0,156,Web,57,100000,0,0,0,0
Test,1,1,0,0,1,0,63,App,53,50000,0,0,0,0
Test,1,1,1,1,0,0,89,Web,44,25000,0,0,0,1
Control,1,1,1,0,0,0,56,App,47,75000,0,0,0,0
Control,1,1,1,0,0,0,174,Web,42,25000,0,0,0,0
Test,0,0,0,0,0,0,129,App,45,25000,0,0,0,0
Test,1,1,1,1,0,0,5,App,21,75000,1,0,0,1
Test,1,1,1,0,0,0,80,Web,36,75000,0,6,0,0
Control,1,1,1,0,0,0,3,App,36,50000,0,0,0,0
Control,1,1,1,0,0,0,120,Web,32,75000,0,0,0,0
Test,1,1,1,1,0,0,70,Web,35,125000,0,0,0,1
Test,1,0,0,0,1,0,54,App,24,75000,0,0,0,0
Test,0,0,0,0,1,0,5,App,67,25000,0,0,0,0
Test,1,1,0,0,0,0,49,Web,69,100000,1,0,0,0
Test,1,1,0,0,0,0,38,App,28,25000,0,0,0,0
Control,1,1,1,0,0,0,82,Web,54,75000,0,0,0,0
Test,0,0,0,0,0,0,31,App,61,50000,0,0,0,0
Test,1,1,1,0,0,0,31,App,45,50000,0,0,0,0
Control,1,1,1,0,0,0,133,Web,67,75000,0,0,0,0
Test,1,1,1,1,0,0,89,Web,48,75000,0,0,0,1
Test,1,1,0,0,1,0,19,Web,64,75000,0,0,0,0
Test,1,1,0,0,1,0,1,App,58,75000,0,0,0,0
Test,1,1,0,0,0,0,168,Web,65,75000,0,0,0,0
Control,1,1,0,0,0,0,173,App,49,50000,0,2,7,0
Control,1,1,1,0,0,0,129,Web,41,50000,0,0,0,0
Test,1,1,1,1,1,0,27,App,21,125000,0,5,5,0
Test,1,1,1,1,0,0,19,Web,26,50000,0,0,0,1
Test,0,0,0,0,0,0,39,App,38,50000,0,0,0,0
Control,1,1,1,0,0,0,27,App,58,50000,0,0,0,0
Control,1,1,1,0,0,0,29,App,51,100000,0,0,0,0
Test,1,1,1,1,0,0,163,App,28,75000,0,0,0,1
Test,1,1,1,1,0,0,129,App,69,75000,0,5,2,1
Test,1,0,0,0,0,0,77,App,63,75000,0,0,0,0
Control,1,0,0,0,0,0,30,Web,36,25000,0,0,0,0
Control,1,1,1,0,0,0,73,Web,59,25000,1,0,0,0
Control,1,1,0,0,0,0,49,Web,22,25000,0,0,0,0
Test,0,0,0,0,0,0,145,Web,49,75000,0,0,0,0
Control,1,1,1,0,0,0,75,Web,45,75000,0,0,0,0
Control,1,1,0,0,0,0,60,Web,69,100000,0,0,0,0
Control,1,1,1,0,0,0,99,App,25,75000,0,0,0,0
Test,0,0,0,0,0,0,180,App,25,100000,0,0,0,0
Control,1,1,0,0,0,0,134,App,45,75000,0,0,0,0
Test,1,1,1,1,1,0,90,Web,26,125000,0,0,0,0
Control,1,0,0,0,0,0,123,Web,33,25000,0,0,0,0
Test,1,1,1,1,1,0,55,Web,52,50000,0,0,0,0
Control,0,0,0,0,0,0,119,App,60,75000,0,0,0,0
Control,1,1,0,0,0,0,44,App,60,50000,0,0,0,0
Test,1,1,0,0,0,0,116,Web,54,75000,0,0,0,0
Control,1,0,0,0,0,0,173,Web,61,75000,0,0,0,0
Test,1,1,0,0,1,0,131,Web,70,25000,0,0,0,0
Test,0,0,0,0,0,0,148,App,31,50000,0,0,0,0
Test,1,1,0,0,0,0,20,App,21,50000,1,0,0,0
Test,1,1,0,0,0,0,34,Web,56,50000,0,6,4,0
Control,1,1,1,0,0,0,135,App,55,75000,0,0,0,0
Test,1,1,0,0,0,0,18,Web,70,50000,0,0,0,0
Control,1,1,1,0,0,0,122,App,30,75000,0,0,0,0
Control,1,1,1,0,0,0,168,Web,66,75000,0,0,0,0
Control,1,1,1,0,0,0,10,Web,39,100000,0,0,0,0
Control,1,1,1,0,0,0,76,App,66,50000,0,0,0,0
Test,1,1,1,0,0,0,113,Web,66,75000,0,0,0,0
Control,1,1,0,0,0,0,66,Web,42,50000,0,0,0,0
Test,1,1,1,1,0,0,151,Web,24,50000,0,0,0,1
Control,1,1,1,0,0,0,111,Web,29,25000,0,0,0,0
Control,1,1,1,0,0,0,172,Web,49,50000,0,0,0,0
Control,1,1,1,0,0,0,10,Web,48,75000,0,0,0,0
Test,1,1,1,1,0,0,39,App,30,75000,0,0,0,1
Control,1,1,1,0,0,0,108,App,63,100000,0,0,0,0
Control,1,1,0,0,0,0,83,App,39,75000,0,0,0,0
Control,1,1,1,0,0,0,154,Web,66,25000,0,0,0,0
Test,1,1,1,0,0,0,88,App,64,75000,0,0,0,0
Control,0,0,0,0,0,0,2,App,59,50000,0,5,5,0
Test,1,1,0,0,0,0,82,Web,40,25000,0,0,0,0
Control,1,1,0,0,0,0,150,Web,54,25000,0,0,0,0
Control,1,1,1,0,0,0,170,Web,64,50000,0,0,0,0
Test,1,1,1,1,0,0,160,Web,60,100000,0,0,0,1
Test,1,1,0,0,0,0,97,App,24,25000,0,0,0,0
Control,1,1,1,0,0,0,173,Web,20,25000,0,0,0,0
Test,1,1,0,0,0,0,61,Web,46,50000,0,0,0,0
Test,1,1,1,0,0,0,16,Web,64,100000,0,0,0,0
Control,1,1,0,0,0,0,19,App,61,75000,1,0,0,0
Control,1,1,1,0,0,0,23,Web,53,50000,0,0,0,0
Control,1,1,0,0,0,0,55,App,55,50000,1,0,0,0
Test,1,1,1,0,1,0,104,Web,42,50000,0,0,0,0
Test,1,1,1,1,0,1,44,App,30,25000,0,0,0,1
Control,1,1,1,0,0,0,56,Web,69,100000,0,0,0,0
Control,1,1,1,0,0,0,164,App,21,100000,1,0,0,0
Control,1,1,1,0,0,0,160,App,56,100000,0,0,0,0
Control,1,1,1,0,0,0,138,Web,34,50000,0,0,0,0
Test,1,1,0,0,0,0,100,App,52,75000,0,0,0,0
Test,1,0,0,0,0,0,122,Web,60,25000,1,0,0,0
Control,1,1,0,0,0,0,64,App,67,50000,0,0,0,0
Control,1,1,1,0,0,0,122,App,62,75000,1,0,0,0
Control,0,0,0,0,0,0,73,App,38,50000,0,0,0,0
Control,1,1,0,0,0,0,94,App,43,75000,0,0,0,0
Control,1,1,1,0,0,0,128,Web,55,100000,0,0,0,0
Control,1,1,1,0,0,0,164,App,66,125000,1,0,0,0
Test,1,0,0,0,0,0,10,Web,45,75000,0,0,0,0
Control,1,1,1,0,0,0,158,Web,20,75000,0,6,5,0
Control,1,0,0,0,0,0,176,App,45,50000,0,0,0,0
Test,1,1,1,0,1,0,112,App,61,50000,0,0,0,0
Control,1,1,0,0,0,0,137,App,22,125000,0,0,0,0
Test,1,1,0,0,0,0,67,Web,49,100000,0,5,6,0
Control,0,0,0,0,0,0,108,App,52,50000,0,0,0,0
Test,0,0,0,0,1,0,14,Web,54,25000,0,0,0,0
Control,1,1,1,0,0,0,122,Web,50,125000,0,0,0,0
Control,1,1,1,0,0,0,142,App,18,75000,0,0,0,0
Control,1,1,1,0,0,0,152,App,44,100000,0,0,0,0
Control,1,1,0,0,0,0,160,Web,48,50000,0,0,0,0
Control,1,1,0,0,0,0,64,Web,45,125000,0,0,0,0
Test,1,1,1,0,1,0,151,App,42,50000,0,0,0,0
Test,1,1,1,1,0,0,150,App,24,50000,0,0,0,1
Control,1,1,1,0,0,0,161,Web,23,75000,0,0,0,0
Test,1,1,1,1,1,0,27,App,60,100000,0,0,0,0
Test,0,0,0,0,1,0,143,Web,27,75000,0,0,0,0
Test,0,0,0,0,0,0,57,App,63,50000,0,0,0,0
Test,0,0,0,0,0,0,21,Web,25,25000,0,0,0,0
Control,1,1,1,0,0,0,143,Web,55,50000,0,0,0,0
Control,1,1,0,0,0,0,97,App,32,50000,0,0,0,0
Test,1,1,1,0,1,0,173,Web,26,75000,0,0,0,0
Control,1,1,1,0,0,0,124,App,50,75000,0,0,0,0
Test,1,1,1,0,0,0,86,Web,63,75000,0,0,0,0
Control,0,0,0,0,0,0,50,Web,68,50000,0,0,0,0
Test,1,1,1,1,1,0,110,Web,59,50000,0,0,0,0
Control,1,1,1,0,0,0,141,App,62,50000,0,0,0,0
Test,1,1,1,1,1,0,1,App,49,125000,0,0,0,0
Test,1,1,0,0,1,0,1,Web,61,25000,0,0,0,0
Control,1,1,1,0,0,0,51,App,52,50000,0,0,0,0
Test,0,0,0,0,0,0,162,Web,66,25000,0,0,0,0
Control,1,1,0,0,0,0,14,Web,63,50000,0,0,0,0
Control,1,1,1,0,0,0,68,Web,60,75000,0,0,0,0
Test,1,1,1,1,0,0,129,App,36,25000,0,4,8,1
Control,0,0,0,0,0,0,127,App,53,75000,0,0,0,0
Test,0,0,0,0,0,0,129,Web,69,25000,0,0,0,0
Control,1,1,0,0,0,0,28,Web,18,50000,0,0,0,0
Control,1,1,1,0,0,0,76,App,32,50000,0,0,0,0
Test,0,0,0,0,0,0,131,Web,45,75000,0,0,0,0
Control,1,1,1,0,0,0,140,App,52,75000,1,0,0,0
Test,1,1,0,0,1,0,93,Web,49,50000,0,0,0,0
Control,1,1,1,0,0,0,118,App,64,100000,0,0,0,0
Test,1,1,1,1,1,0,114,Web,21,100000,0,0,0,0
Test,1,0,0,0,0,0,167,Web,57,75000,0,0,0,0
Control,1,1,1,0,0,0,121,Web,60,100000,0,0,0,0
Test,0,0,0,0,0,0,27,App,53,25000,0,0,0,0
Control,1,1,1,0,0,0,90,App,52,125000,0,0,0,0
Control,1,1,1,0,0,0,111,Web,26,25000,0,0,0,0
Control,1,1,1,0,0,0,79,Web,51,25000,0,0,0,0
Control,1,1,1,0,0,0,132,App,43,75000,0,0,0,0
